Code,idTree,DateField,Forest,Plot,SubPlot,FieldNbr,Habitat,Type,Genus,Species,Name,gmin,tlp,midribVLA,SecondaryVLA,TertiaryVLA,MajVLA,N,C,P,Ca,Na,K,LSWC,SD,fvfm,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,CrownPosition
663,158037,13/09/2021,Paracou,16,15,205,BF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,2.12360190601416,-2.6245475000000003,0.1532269385,1.0920435605,3.8558180525,5.101088551,2.2,53.23,0.758299852941176,5.27385510714286,0.1898809375,5.39864085294118,0.5400124596477318,282.0512821,0.808,28,4,24,3,Middle
664,158036,13/09/2021,Paracou,16,15,204,BF,BF,Laetia,procera,Laetia procera,7.08029034475951,-1.8754850000000003,0.2415349095,1.6954326124999999,5.026129492000001,6.9630970145,2.78,54.14,1.11841827121239,2.783888996139,1.02345439189189,5.95960045339457,0.615300843996733,353.5353535,0.791,33,5,33,5,High
665,158450,13/09/2021,Paracou,16,16,101,TF,Generalist,Protium,stevensonii,Protium stevensonii,4.78421055698468,-1.9374075000000002,0.4048894245,2.442340123,4.751638614,7.5988681615,1.22,46.88,0.55440867028174,1.98732976667621,0.124079095691383,10.7701812153719,0.5374691984345558,269.2307692,0.8150000000000001,28,4,26,4,High
666,158485,13/09/2021,Paracou,16,16,136,TF,Generalist,Protium,stevensonii,Protium stevensonii,8.07774938895294,-2.1691175000000005,0.3964066995,1.8279883445,3.4781953315000003,5.702590376,1.08,41.31,0.497344542025227,3.01112736186659,0.567566069639279,4.50239564422964,0.4472016328284456,525.6410256,0.8150000000000001,25,3,22,3,Low
667,158574,13/09/2021,Paracou,16,16,226,TF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,2.87898153745188,-1.9533875,0.259528309,0.8819529804999999,2.5450317115,3.6865130015,2.05,52.64,0.803897903989182,11.5780660741058,0.14515835832084,2.64556806890672,0.5319855865974075,250,0.8300000000000001,10,3,10,3,Low
668,156021,13/09/2021,Paracou,16,11,403,BF,Generalist,Tachigali,melinonii,Tachigali melinonii,5.30870964803099,NA,0.3955719065,1.775306101,8.4372169485,10.608094956999999,2.6,51.04,0.624862559102523,9.78417883888453,0.1151582001997,3.04107923409004,0.4974585635359116,467.9487179,0.833,25,5,25,5,Low
669,158903,13/09/2021,Paracou,16,16,556,BF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,1.67534251323079,-2.562625,0.18161046349999999,1.134789727,3.372771167,4.6891713575,1.82,48.61,0.795402151865244,6.11079970728921,0.482339767616192,4.25651259664286,0.5822338946392708,233.974359,0.86,26,5,26,5,High
670,159252,13/09/2021,Paracou,16,17,273,BF,Generalist,Protium,stevensonii,Protium stevensonii,NA,-2.5666200000000003,0.423190811,1.8555672475,5.0602394345,7.338997493000001,1.21,48.08,0.495149852941177,4.57560510714286,0.8649309375,3.81264085294118,0.5054790231684408,371.7948718,0.8,25,4,19,3,High
671,246993,13/09/2021,Paracou,16,17,"2,799",BF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,8.77999420759449,-1.6617525000000002,0.363666116,1.6739180435,7.4944764815,9.532060642000001,2.6,51.86,0.681459123379487,5.1212944599129004,1.03191498000999,3.23652259164535,0.6620649426404822,250,0.785,15,5,15,5,High
672,150153,13/09/2021,Paracou,16,1,215,TF,Generalist,Protium,stevensonii,Protium stevensonii,8.34442590828016,-2.474735,0.299534699,1.322103105,4.7154454825,6.3370832865,1.24,42.98,0.451720551562271,2.53052878517991,0.749058291770574,7.74428015255978,0.5409994211846421,317.3076923,0.837,17,3,15,3,Low
673,153081,13/09/2021,Paracou,16,6,286,TF,TF,Casearia,javitensis,Casearia javitensis,2.34127916801582,-1.8814775000000001,0.20636986000000002,1.067078796,3.3663296965000002,4.6397783525000005,1.66,54.2,0.426886409736308,5.92089465981295,0.112324775112444,2.43742214187024,0.5143506493506493,166.6666667,0.911,10,3,9,4,Low
674,153135,13/09/2021,Paracou,16,6,340,TF,TF,Casearia,javitensis,Casearia javitensis,3.89786677079527,NA,0.21550379050000001,0.9119493000000001,2.871221314,3.9986744045,1.6,50.7,0.453872916482935,6.39565727850361,0.166697588705647,2.81423373607314,0.5135523613963039,240.3846154,0.923,8,2,5,3,Low
675,153255,13/09/2021,Paracou,16,6,460,BF,Generalist,Virola,michelii,Virola michelii,2.50988076130936,-1.843525,0.408452166,2.1838590819999997,5.263350021000001,7.8556612695000005,2.3,51.95,0.58938924218336,6.76562072787073,1.49342436186186,3.77566651946064,0.5900519031141869,NA,0.921,20,3,17,2,Low
676,153190,13/09/2021,Paracou,16,6,395,BF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,2.23687087999926,-2.2430250000000003,0.3210599925,1.7394382415,8.3253508205,10.385849053,2.28,51.93,0.774799852941177,8.89885510714286,0.2129809375,7.85364085294118,0.592282958199357,205.1282051,0.915,30,5,26,3,Low
677,151265,13/09/2021,Paracou,16,3,103,BF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,1.94082884380204,-2.4367825000000005,0.20108566,1.0389687175,3.459907232,4.6999616095,2.49,51.66,0.85501732695075,6.52906151487055,0.209566587618572,6.69859296349593,0.564179104477612,298.0769231,0.8130000000000001,30,4,30,4,High
678,205242,13/09/2021,Paracou,16,5,"2,730",BF,Generalist,Virola,michelii,Virola michelii,4.20822978297954,-2.0592550000000003,0.3934778975,2.5518446069999996,5.860692087,8.8060145915,2.27,52.83,0.840640493434611,6.18003514228514,0.263544481981982,8.82746832126244,0.6180154142581888,NA,0.987,13,2,12,3,Middle
679,162848,13/09/2021,Paracou,16,22,396,TF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,1.71473306227374,-2.2150600000000003,0.18772729900000001,0.7084148324999999,1.6761912259999998,2.5723333565,2.19,47.12,0.814892406737808,13.2772164988934,0.0790414167916042,4.48140015286474,0.5779531324725012,211.5384615,0.836,15,2,15,3,High
680,161595,13/09/2021,Paracou,16,21,122,BF,Generalist,Protium,stevensonii,Protium stevensonii,10.7459837387686,-2.5206775000000006,0.404469688,2.039125366,6.6655977505,9.109192805,1.1,44.11,0.579850227372745,2.4088330245814,0.0791829800498753,8.18318289570192,0.499602985548674,602.5641026,0.8180000000000001,17,4,15,3,Middle
681,161834,13/09/2021,Paracou,16,21,364,BF,BF,Virola,surinamensis,Virola surinamensis,3.09646368503302,-1.82355,0.34653107549999995,2.367705924,10.2671868325,12.98142383,1.78,52.75,0.944327689096628,8.08981020204184,0.0284467141429285,8.48939615486374,0.6357112405854767,NA,0.767,17,4,15,3,Middle
682,162095,13/09/2021,Paracou,16,21,625,BF,BF,Virola,surinamensis,Virola surinamensis,3.0553312841752,-1.7895925000000001,0.38449504349999997,2.495192812,7.509291016000001,10.3889788745,2.11,52.78,0.959699100692909,8.52015549588256,0.0448630952380952,11.5274595016954,0.6611645653616457,NA,0.869,17,4,15,3,Middle
683,159754,13/09/2021,Paracou,16,18,77,BF,Generalist,Virola,michelii,Virola michelii,2.65022057054858,-1.9573825,0.295159092,1.739524877,6.906496787,8.9411807575,2.84,51.99,0.692338360481899,8.74196805923171,1.50518872058087,4.82487817019647,0.642557345046364,185.8974359,0.902,17,4,14,3,Low
684,164281,13/09/2021,Paracou,16,25,50,BF,Generalist,Virola,michelii,Virola michelii,8.82654361385376,-1.7536375000000002,0.31145928300000003,1.99524113,4.0675989999999995,6.374299412499999,2,52.95,0.485849852941176,10.0388551071429,0.7539309375,3.84939085294118,0.6003237555645488,NA,0.875,20,3,15,3,Low
685,160658,13/09/2021,Paracou,16,19,438,TF,Generalist,Protium,stevensonii,Protium stevensonii,5.60182985648292,-2.4967075000000003,0.538413356,2.1465699665,7.2588805255,9.94386385,1.21,48.2,0.584151739281174,1.87407348676209,0.0862880648330059,9.40228009553527,0.5301606186793576,407.0512821,0.881,30,5,28,5,Middle
686,155518,13/09/2021,Paracou,16,10,444,BF,Generalist,Virola,michelii,Virola michelii,4.69621739488059,-1.7396550000000002,0.22351984549999998,1.5341073829999998,5.8366948905000005,7.594322119,2.16,53.74,0.957342510430746,2.60899611103183,0.481349587912088,7.50113971322795,0.5536157466837827,326.9230769,0.85,22,4,16,4,Middle
687,101046,13/09/2021,Paracou,6,1,435,TF,TF,Casearia,javitensis,Casearia javitensis,1.91676843946097,-2.1012025000000003,0.186941526,0.8092030379999999,3.229484287,4.225628851,1.11,51.18,0.481090398140247,4.14367694561567,0.0777698224112056,3.77853011800018,0.5222826716055099,291.6666667,0.821,18,3,16,3,Low
688,158450,13/09/2021,Paracou,16,16,101,TF,Generalist,Protium,stevensonii,Protium stevensonii,2.27485119864124,-2.3289175,0.3676174915,1.7671876435,5.9731191804999995,8.107924315,1.19,48.27,0.5519036602617,2.16368247208703,0.0607524423847695,9.59783652599316,0.509922892175452,432.6923077,0.891,32,4,30,4,High
689,161595,13/09/2021,Paracou,16,21,122,TF,Generalist,Protium,stevensonii,Protium stevensonii,2.968198533377,-2.0033250000000002,0.3155651345,1.4210315075,3.328995697,5.065592339,1.26,48.66,0.573873726667844,3.1359910982411,0.0636946321321321,8.50714800094212,0.5175448245517545,455.1282051,0.895,15,3,11,3,Low
690,153135,13/09/2021,Paracou,16,6,340,TF,TF,Casearia,javitensis,Casearia javitensis,1.9608437481689,-1.7176825000000002,0.21698309049999998,1.0633945005,2.0856382265,3.3660158175,1.4,50.71,0.441070388135244,5.53662341885228,0.149055465232616,3.24676423505871,0.535718043135192,282.0512821,0.928,12,2,8,3,Low
691,155131,13/09/2021,Paracou,16,10,53,BF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,0.895022860575445,-2.139155,0.146660591,1.1308720205,6.1859799505,7.4635125615,1.89,51.1,0.530269583357819,8.8350200870558009,0.587843094405594,3.17821264030088,0.6232918422526977,230.7692308,0.932,13,5,10,3,Middle
474,252041,10/05/2021,Kaw,Kaw,1,38,TF,Generalist,Tachigali,melinonii,Tachigali melinonii,2.76048371855481,-1.723675,0.531864898,2.2510998465,3.4602388045,6.2432035485,3.02,51.14,0.801263192307692,3.04319333333333,0.340394166666667,7.11862534615385,1.4396782841823055,352.8911565,0.818,32,5,25,4,Middle
475,252055,10/05/2021,Kaw,Kaw,1,53,TF,Generalist,Tachigali,melinonii,Tachigali melinonii,3.04535967708699,-1.6437750000000002,0.5586043860000001,2.0029294330000003,5.7677907054999995,8.329324524499999,3.09,52.52,0.734427124496451,4.09919534497091,0.18268744804655,4.31458887396892,1.2867557715674363,433.6734694,0.789,25,4,20,4,Low
476,252075,10/05/2021,Kaw,Kaw,1,73,TF,Generalist,Tachigali,melinonii,Tachigali melinonii,5.13298570855231,-1.8615025,0.663802241,2.0216851934999998,9.3418613595,12.027348795,2.92,50.13,0.767682398303451,3.27738680033417,0.241648287385129,6.73045147484095,1.2276879831342233,416.6666667,0.809,25,3,23,3,Middle
477,252028,10/05/2021,Kaw,Kaw,1,25,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,1.77593143768691,-1.85551,0.182968707,0.9243157909999999,4.558852808999999,5.666137307,1.56,51.64,0.549164862582527,7.8781869594145,0.158427312042581,3.66155224167051,1.575455018200728,476.1904762,0.806,15,2,14,2,Middle
478,252488,10/05/2021,Kaw,Kaw,1,484,TF,TF,Vouacapoua,americana,Vouacapoua americana,2.50771721295718,-2.251015,0.504725335,2.413903141,6.0056860965,8.924314572499998,2.7,53.28,1.10101066564358,3.08597838736492,0.0758046550290939,6.2130926146173,0.9270538243626064,NA,0.75,33,5,26,5,Middle
479,252192,10/05/2021,Kaw,Kaw,1,190,TF,TF,Iryanthera,sagotiana,Iryanthera sagotiana,1.26023907659308,-1.8015775000000003,0.3108645895,1.6718619335,5.1673767994999995,7.150103322,2.01,50.18,0.877824280167609,4.38625020822922,0.903142595368982,10.2584960981048,2.0695290858725763,NA,0.822,18,2,15,2,Middle
480,252197,10/05/2021,Kaw,Kaw,1,195,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,2.32189197675884,-1.9294175000000002,0.1914919775,0.9536699835,5.784691132500001,6.9298530925,1.47,52.64,0.624011214737167,5.65024382097529,0.290074315297261,4.45854243101588,1.4953379953379953,386.9047619,0.799,18,3,16,2,Middle
481,252485,10/05/2021,Kaw,Kaw,1,481,TF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,19.5389789945265,-1.4420275,0.438825706,1.9046901264999998,5.5749637795,7.9184796120000005,1.33,50.62,0.459668854598495,5.09874584165003,0.526042082501663,3.8239773913711,1.179816121445371,191.3265306,0.804,15,4,12,3,Middle
482,252326,10/05/2021,Kaw,Kaw,1,324,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,2.4321646939381,-1.93541,0.17667588950000002,0.971692622,1.9510474565,3.0994159679999997,1.32,52.01,0.741151465110027,3.33668830088201,0.388211848893327,5.0460562617612,2.1728528269313765,416.6666667,0.805,14,3,12,2,High
483,252541,10/05/2021,Kaw,Kaw,1,537,TF,TF,Iryanthera,sagotiana,Iryanthera sagotiana,1.4610425151054,-1.6158100000000002,0.293716142,1.6716227080000001,6.9416333770000005,8.906972227,1.83,53.76,0.676248819079074,4.24033283408221,1.01956481943751,6.48889200814163,1.6768261964735514,NA,0.767,13,3,8,3,Middle
484,252542,10/05/2021,Kaw,Kaw,1,538,TF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,5.89760798189328,-1.6657475,0.4253455,1.76266853,6.3281059115,8.5161199415,1.01,39.61,0.474526875119893,1.46877140482128,0.0305727348295927,4.67219485900633,1.2132701421800947,323.1292517,0.795,20,4,17,4,Middle
485,NA,10/05/2021,Kaw,Kaw,1,Lmx,TF,TF,Licania,membranacea,Licania membranacea,7.70528425704457,-2.259005,0.27243518050000004,1.204587379,2.9901951975,4.4672177565,1.42,47.57,0.427544331478995,6.70218786367415,0.322338320864505,4.71384074429311,1.1720478663355156,NA,0.823,28,3,26,2,Middle
486,252501,10/05/2021,Kaw,Kaw,1,497,TF,Generalist,Virola,michelii,Virola michelii,6.34519878208696,-2.11119,0.3935512645,2.0268119104999998,4.280440683,6.7008038585000005,1.84,54.08,0.467188192307692,7.48394333333333,0.952594166666667,3.01137534615385,1.2060563047078305,NA,0.749,23,4,21,4,High
487,NA,10/05/2021,Kaw,Kaw,1,Vax,TF,TF,Vouacapoua,americana,Vouacapoua americana,1.52614950050438,-1.60782,0.310961716,1.5072022015,7.6778656265,9.496029543999999,2.48,56.82,1.78354673904674,1.18662996329663,0.0645587253920587,10.4640894355894,1.4841040462427746,NA,0.814,34,5,24,3,Low
488,252099,10/05/2021,Kaw,Kaw,1,97,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,2.10649517587698,-1.7116900000000002,0.230099519,1.0455563775,3.1185263140000004,4.39418221,1.23,52.33,0.861486164636966,4.00971275885104,0.341827822311289,4.92948431478341,1.4262553270335374,386.9047619,0.782,20,3,15,2,Low
489,252025,10/05/2021,Kaw,Kaw,1,22,TF,TF,Iryanthera,sagotiana,Iryanthera sagotiana,1.72334366340844,-1.6437750000000002,0.28657056999999997,1.7655730790000002,3.941757494,5.993901143,1.79,54.19,0.63489809039809,4.74919252585919,1.28988405071738,5.06619153769154,1.7738072965388214,161.5646259,0.796,17,2,15,2,Middle
490,252475,10/05/2021,Kaw,Kaw,1,471,TF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,0.381703031830227,-2.1651225,NA,NA,NA,NA,2.75,50.73,0.864492176661015,10.9558550434202,0.327950066800267,7.71906347310005,1.2645273740234677,174.3197279,0.802,12,2,8,2,Low
491,252565,10/05/2021,Kaw,Kaw,1,561,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,1.3498362953766,-2.4108150000000004,0.316710459,1.2751311529999998,5.766222908,7.3580645195,1.32,50.18,0.464009206116868,5.97290268736438,0.813314137873477,3.45080154847656,1.5082764056752496,459.1836735,0.802,10,2,8,2,Low
492,252128,10/05/2021,Kaw,Kaw,1,126,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,2.34409977951493,-2.2550100000000004,0.1893409125,0.9320015265,2.1435216495000002,3.2648640885,1.22,51.95,0.423174779697541,9.5437151909288,0.168778555944639,2.33779424327548,1.4825693110074114,323.1292517,0.821,13,3,12,2,Middle
493,NA,10/05/2021,Kaw,Kaw,1,Vmx,TF,Generalist,Virola,michelii,Virola michelii,4.8360047238452,-1.8095675000000002,0.319044976,2.0534279499999997,4.918783753,7.291256679,2.04,53.52,0.981744937244937,6.11505839172506,0.177771938605272,6.95057592207592,1.634539904055822,NA,0.794,25,5,18,5,High
494,252179,10/05/2021,Kaw,Kaw,1,177,TF,Generalist,Bocoa,prouacensis,Bocoa prouacensis,2.91271146388288,-1.8095675000000002,0.25371592600000004,1.308056633,2.957855346,4.519627905,2.13,52.78,1.04020288797573,0.390757197537028,0.0589557330670661,9.92873224778217,1.3815318539727988,191.3265306,0.817,18,2,16,2,Middle
495,NA,06/10/2021,Kaw,Kaw,H,142,TF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,2.45548297713515,-1.53591,0.288276596,1.088238075,3.8219578005,5.1984724715,1.44,51.58,0.462431976319533,7.71008828918874,0.19139846743295,4.03185941644562,1.1171290597481298,233.8435374,0.79,30,4,22,2,Low
496,252169,06/10/2021,Kaw,Kaw,1,167,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,3.40414821881907,-1.8854725,0.208666519,0.9405134185,3.9642087420000003,5.1133886795,1.33,52,0.637944220197594,7.36526070298184,0.450968682325504,5.0760873025026,1.4115888710048285,378.4013605,0.778,17,3,15,3,High
497,NA,06/10/2021,Kaw,Kaw,2,Tmx,TF,Generalist,Tachigali,melinonii,Tachigali melinonii,2.51273735229135,-1.723675,0.5261881275,1.9909510264999999,5.195810493,7.7129496465,3.4,52.82,0.810048120127501,3.70962888999834,0.127103511399567,5.72503778946964,1.2556742323097463,476.1904762,0.798,26,4,18,4,Low
498,252658,06/10/2021,Kaw,Kaw,2,85,TF,TF,Vouacapoua,americana,Vouacapoua americana,4.34816615315998,-2.3369075000000006,0.4214729385,2.3158518685000002,3.856718444,6.5940432515000005,2.43,54.34,0.874700542578982,2.45692179423045,0.278233283308321,3.50387728479624,0.9112903225806451,NA,0.831,24,3,20,3,Middle
499,NA,06/10/2021,Kaw,Kaw,H,Tmx,TF,Generalist,Tachigali,melinonii,Tachigali melinonii,2.47687394191357,-1.843525,0.5316479035,2.2109532165,2.8622060979999997,5.6048072179999995,3.34,53.12,0.774713764778136,7.4590252827678,0.0600740186294078,6.2611031398741,1.1639639639639638,450.6802721,0.772,33,5,31,5,High
500,NA,06/10/2021,Kaw,Kaw,H,136,TF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,4.43561266704931,-1.4580075000000001,0.3309212485,1.4577660305000002,4.6873671649999995,6.476054444,1.14,52.93,0.464459273760172,2.3906620093147,0.0936069527611444,3.27856820973438,1.0806218365871294,233.8435374,0.801,21,3,16,3,Middle
501,NA,06/10/2021,Kaw,Kaw,H,Va1x,TF,TF,Vouacapoua,americana,Vouacapoua americana,3.59363990232751,-2.019305,0.46007724299999997,2.3726090314999997,5.406304991500001,8.2389912665,2.16,54.69,0.932297043785799,1.61463601532567,0.191048642345494,4.79172948141314,0.9912049252418645,NA,0.806,25,4,18,3,Low
502,252513,06/10/2021,Kaw,Kaw,1,509,TF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,5.91988440512409,-1.6977075000000001,0.351535696,1.2899722175,3.170028049,4.811535963,2.18,51.95,0.494813192307692,5.32394333333333,1.61334416666667,2.47712534615385,1.8011794439764113,340.1360544,0.83,8,2,8,2,High
503,252397,06/10/2021,Kaw,Kaw,1,395,TF,Generalist,Tachigali,melinonii,Tachigali melinonii,2.64251867239089,-1.7456475,0.6130022205,2.4358132594999997,6.517996446,9.566811926,2.82,52.52,0.477907377552587,6.25643047238856,0.406780605455755,3.28904725165055,1.4730290456431532,289.1156463,0.82,20,4,16,3,Middle
504,NA,06/10/2021,Kaw,Kaw,1,Jcx,TF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,5.02553616345418,-1.4699925,0.257749188,1.1034516245,2.8002290315,4.1614298435,2.51,51.2,0.600763192307693,4.96594333333333,0.771094166666667,2.65512534615385,1.5781594011448703,361.3945578,0.814,10,4,9,4,High
505,NA,06/10/2021,Kaw,Kaw,H,143,TF,Generalist,Virola,michelii,Virola michelii,3.45904283563209,-1.7056975,0.38179562450000004,2.640340127,6.2570498935,9.2791856445,1.91,53.36,0.842420771536156,8.17576756576757,0.355938228438228,6.84677856758626,1.4236592613555965,NA,0.822,25,4,16,4,Middle
506,NA,06/10/2021,Kaw,Kaw,H,33,TF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,1.62316095876338,-1.3341625000000001,0.434289651,1.9391273715000001,5.007385996,7.3808030185,3.11,53.18,1.15503064633819,3.68217007821601,1.00508653686137,5.12593644149161,2.5832072617246595,493.1972789,0.803,32,5,28,5,High
507,NA,06/10/2021,Kaw,Kaw,H,34,TF,TF,Iryanthera,sagotiana,Iryanthera sagotiana,1.58598227226829,-1.5638750000000001,0.29111129999999996,1.4383675865,2.4846374559999997,4.2141163425,1.59,54.13,0.831341546173125,3.39292564745196,1.07728738512949,6.17907302872566,1.6304689252860671,NA,0.808,25,3,18,3,Middle
508,NA,06/10/2021,Kaw,Kaw,H,30,TF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,4.29892898262758,-1.332165,0.40724033800000004,1.8778784245,5.354192879499999,7.639311642,2.32,53.73,0.868526140027637,3.71875582168995,1.50558300066534,3.45571391831721,2.409278350515464,395.4081633,0.714,32,5,30,5,High
